months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_annual_premium,insured_education_level,insured_sex,insured_occupation,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,police_report_available,fraud_reported
330,2000,0,0,-56400,20,2,0,2,11000,5500,44000,1133.27,High School,FEMALE,craft-repair,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,?,YES,Y
128,500,0,0,0,10,3,2,1,16040,16040,56140,1366.6,MD,FEMALE,machine-op-inspct,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,?,NO,N
147,1000,6000000,0,-48400,2,2,1,2,9760,4880,39040,1439.9,Associate,FEMALE,prof-specialty,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NO,NO,N
287,1000,0,0,-54600,19,1,0,2,5380,5380,43040,1230.69,Masters,MALE,transport-moving,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
142,2000,0,0,-48500,10,1,1,2,4530,9060,40770,1307.68,MD,FEMALE,craft-repair,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,YES,NO,Y
162,2000,0,0,0,14,1,0,3,9880,4940,39520,1124.69,Masters,FEMALE,handlers-cleaners,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,YES,YES,N
140,1000,0,0,-42900,5,1,0,2,520,260,2080,1520.78,High School,FEMALE,craft-repair,wife,Parked Car,?,Trivial Damage,None,?,YES,Y
106,2000,0,0,0,8,1,2,1,0,1220,4270,1609.11,High School,MALE,craft-repair,own-child,Vehicle Theft,?,Minor Damage,Police,YES,YES,N
292,1000,0,0,0,4,1,0,2,670,1340,5360,1358.91,Masters,MALE,craft-repair,unmarried,Vehicle Theft,?,Trivial Damage,Police,NO,?,N
34,500,0,0,0,4,3,1,0,5080,5080,40640,1295.87,PhD,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,?,NO,Y
290,500,5000000,45300,0,20,2,1,1,5190,5190,31140,1161.03,Associate,MALE,adm-clerical,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,?,?,N
182,2000,0,53800,-78300,18,1,2,3,8150,16300,65200,1441.06,Masters,FEMALE,armed-forces,husband,Single Vehicle Collision,Side Collision,Total Loss,Police,?,YES,N
362,1000,0,44400,-71500,0,3,0,3,0,0,39690,1097.99,JD,FEMALE,other-service,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NO,NO,N
143,1000,0,79900,0,1,1,2,0,5660,5660,50940,1464.42,High School,FEMALE,exec-managerial,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,?,NO,N
183,500,0,20200,0,17,1,0,1,9440,4720,37760,1543.68,Masters,FEMALE,prof-specialty,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,NO,YES,Y
254,500,5000000,0,-74400,23,1,2,2,9720,4860,38880,1390.89,College,MALE,armed-forces,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,?,?,N
249,2000,0,0,-71200,4,3,2,1,5710,5710,45680,1148.58,MD,FEMALE,adm-clerical,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,YES,YES,N
169,500,0,50700,-57600,0,3,2,3,14080,7040,56320,1616.26,High School,MALE,exec-managerial,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NO,?,N
235,500,0,0,0,11,1,1,2,6830,13660,47810,1398.94,College,MALE,craft-repair,husband,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NO,NO,N
112,1000,0,57800,-53700,4,1,0,2,460,920,3680,1238.92,Associate,MALE,other-service,other-relative,Parked Car,?,Trivial Damage,None,?,?,N
16,1000,0,50800,-66200,0,3,0,2,6600,13200,39600,968.46,MD,MALE,tech-support,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,?,?,Y
128,500,0,0,-28300,2,3,0,2,0,15540,54390,1045.12,High School,FEMALE,transport-moving,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NO,?,Y
103,1000,0,0,-74800,11,3,1,1,7770,15540,54390,1537.33,College,FEMALE,handlers-cleaners,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,YES,NO,N
356,500,0,58500,-44000,23,3,2,1,12500,12500,43750,912.3,College,MALE,prof-specialty,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,NO,?,Y
109,2000,6000000,0,0,17,3,1,3,16560,16560,57960,1007.28,High School,FEMALE,adm-clerical,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NO,YES,N
2,1000,4000000,0,-54700,22,1,1,3,4030,8060,36270,1189.98,High School,FEMALE,craft-repair,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Other,NO,YES,N
198,1000,0,0,-55100,18,1,1,1,9500,9500,76000,1576.41,Associate,MALE,handlers-cleaners,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,YES,YES,N
107,500,4000000,82100,0,8,1,1,3,780,390,2730,1172.82,Associate,MALE,machine-op-inspct,other-relative,Vehicle Theft,?,Trivial Damage,Police,?,NO,N
252,500,9000000,0,-33300,15,3,0,3,11880,5940,41580,1312.22,High School,MALE,transport-moving,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,?,NO,Y
303,1000,7000000,42900,-61500,20,1,2,0,6690,6690,46830,671.01,Associate,FEMALE,machine-op-inspct,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,?,?,N
101,500,0,52600,-30400,4,1,0,3,8720,4360,30520,895.14,JD,MALE,sales,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,?,YES,N
446,2000,0,42700,-64900,10,3,0,0,6280,12560,43960,1373.21,College,MALE,adm-clerical,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,NO,NO,N
330,1000,0,0,0,10,1,1,3,11900,5950,41650,1625.65,College,MALE,farming-fishing,husband,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,YES,?,N
211,2000,4000000,42200,-33800,22,3,1,0,5940,5940,41580,1295.63,PhD,FEMALE,armed-forces,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,YES,?,N
172,1000,6000000,41300,-42000,15,3,0,1,7580,7580,26530,1459.96,High School,FEMALE,adm-clerical,wife,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NO,NO,N
316,500,7000000,0,-51000,13,1,0,1,6310,12620,44170,1219.94,Masters,FEMALE,prof-specialty,wife,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,?,YES,N
435,500,5000000,73500,-43300,23,1,2,1,5240,10480,47160,1064.49,Associate,MALE,priv-house-serv,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NO,?,Y
344,1000,0,0,-38700,18,3,2,2,17400,11600,46400,959.83,Masters,FEMALE,sales,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,?,YES,Y
204,2000,0,0,-49300,7,1,1,1,4200,8400,33600,1767.02,JD,MALE,machine-op-inspct,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,NO,N
278,500,0,0,-39800,21,1,2,2,5850,5850,46800,1285.01,Masters,MALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NO,YES,N
434,2000,0,0,0,15,3,1,3,11040,11040,44160,1422.95,JD,MALE,transport-moving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NO,NO,N
209,2000,0,0,0,17,3,1,3,8180,8180,49080,1223.39,MD,FEMALE,craft-repair,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,?,?,N
250,2000,0,37800,0,2,1,0,3,10700,10700,42800,1539.06,Masters,MALE,sales,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,?,N
61,2000,0,0,0,1,3,1,0,4040,4040,24240,988.06,Masters,FEMALE,other-service,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,NO,N
80,1000,0,0,-18600,3,1,0,1,3720,3720,26040,1740.57,College,FEMALE,farming-fishing,wife,Single Vehicle Collision,Rear Collision,Major Damage,Police,?,?,N
25,1000,7000000,40900,0,0,1,1,1,480,960,2880,1540.91,College,MALE,adm-clerical,wife,Vehicle Theft,?,Trivial Damage,None,NO,YES,N
4,500,5000000,0,-77800,4,1,0,2,840,420,2940,1381.88,High School,MALE,tech-support,other-relative,Vehicle Theft,?,Trivial Damage,Police,NO,?,N
32,500,0,0,-45700,11,3,2,0,10540,5270,42160,1446.98,MD,MALE,adm-clerical,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,NO,N
125,500,0,55400,-40400,4,1,1,2,0,960,3360,1220.86,JD,MALE,other-service,husband,Parked Car,?,Trivial Damage,None,YES,?,N
276,500,0,44500,-61400,11,3,0,2,13860,6930,48510,948.1,High School,FEMALE,machine-op-inspct,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,?,?,N
148,500,0,57500,-93600,4,3,2,2,4060,4060,24360,1471.24,Masters,FEMALE,farming-fishing,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NO,NO,N
222,2000,0,0,-64500,20,1,2,2,6720,6720,47040,1157.97,MD,MALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,?,YES,N
32,2000,5000000,0,0,22,1,0,0,440,440,1760,566.11,Associate,MALE,armed-forces,unmarried,Parked Car,?,Trivial Damage,Police,YES,NO,N
78,500,0,0,-66500,4,1,0,3,550,1100,4400,1060.88,JD,MALE,other-service,other-relative,Parked Car,?,Trivial Damage,Police,NO,NO,N
238,1000,4000000,0,-44800,21,4,0,0,4270,4270,34160,1524.45,High School,MALE,handlers-cleaners,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,NO,Y
313,1000,0,63900,-53300,20,1,1,3,3660,7320,29280,1556.17,College,MALE,prof-specialty,wife,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,YES,NO,Y
334,500,0,26700,-47200,7,1,2,0,5000,10000,35000,1216.24,Masters,MALE,priv-house-serv,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NO,?,N
190,500,5000000,0,0,4,1,0,1,640,320,2880,1484.72,High School,FEMALE,tech-support,husband,Parked Car,?,Trivial Damage,None,NO,NO,N
194,500,0,52500,-51300,17,3,0,2,13700,20550,61650,1203.81,JD,MALE,transport-moving,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,?,?,N
290,1000,0,0,-61400,20,3,1,3,6240,12480,37440,1393.34,High School,MALE,exec-managerial,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,YES,N
26,1000,0,50700,-36300,10,1,2,3,5730,11460,45840,1484.48,PhD,MALE,armed-forces,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,NO,?,N
254,500,5000000,42200,-48000,8,1,2,2,5770,11540,46160,1581.27,PhD,FEMALE,handlers-cleaners,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,YES,NO,N
199,1000,0,0,-53100,6,1,0,2,8080,4040,32320,1281.25,High School,FEMALE,tech-support,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,?,NO,Y
137,500,0,48500,-67400,4,1,1,1,1200,1200,4200,1667.83,JD,MALE,prof-specialty,husband,Parked Car,?,Minor Damage,Police,YES,NO,N
134,1000,0,14100,-44500,17,3,2,0,9650,9650,57900,1497.41,PhD,MALE,machine-op-inspct,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NO,YES,N
73,500,0,0,0,15,3,0,0,0,11400,45600,803.36,High School,FEMALE,protective-serv,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,?,YES,N
289,2000,0,46700,-72500,9,1,2,1,300,300,2100,1221.41,Masters,FEMALE,farming-fishing,wife,Vehicle Theft,?,Trivial Damage,Police,NO,NO,N
176,500,5000000,32800,-50600,17,1,2,1,4300,8600,34400,1865.83,College,MALE,transport-moving,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,?,YES,N
145,2000,0,0,-35900,13,1,2,3,5010,10020,40080,1434.27,Associate,FEMALE,tech-support,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Other,?,?,N
164,500,0,44500,-55900,5,1,1,0,480,480,3360,1114.68,Associate,FEMALE,other-service,husband,Vehicle Theft,?,Trivial Damage,Police,YES,NO,N
186,2000,0,39300,-60300,23,3,2,2,11460,5730,51570,1218.56,Masters,FEMALE,transport-moving,husband,Multi-vehicle Collision,Front Collision,Total Loss,Police,YES,?,Y
85,2000,9000000,0,0,1,2,2,1,14880,7440,52080,1234.69,MD,FEMALE,tech-support,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,NO,?,Y
162,500,0,45700,0,17,4,2,1,3530,3530,28240,964.92,Associate,FEMALE,exec-managerial,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,NO,Y
396,500,0,0,-49400,3,1,1,3,480,480,1680,1351.72,High School,MALE,tech-support,wife,Parked Car,?,Minor Damage,None,YES,?,N
270,1000,0,62200,0,17,3,1,1,4630,9260,46300,817.28,High School,MALE,sales,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,?,NO,Y
168,1000,0,0,-42600,23,3,1,3,3780,7560,30240,1389.59,Masters,FEMALE,machine-op-inspct,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,YES,NO,Y
274,1000,0,54700,-47900,13,1,0,0,11700,0,46800,1353.53,JD,FEMALE,tech-support,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,NO,Y
263,1000,0,0,0,17,1,2,3,13220,6610,59490,1294.04,Masters,FEMALE,handlers-cleaners,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,YES,YES,N
152,1000,0,0,0,2,1,0,2,7510,7510,67590,840.81,High School,FEMALE,farming-fishing,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,?,Y
46,2000,0,43700,-66300,23,3,1,3,13100,19650,45850,998.19,MD,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,?,Y
276,2000,0,0,-70400,17,1,1,2,5710,5710,39970,1090.32,College,MALE,handlers-cleaners,husband,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,?,Y
234,500,0,0,0,3,1,1,0,7020,7020,56160,1780.67,Associate,MALE,other-service,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NO,NO,Y
64,2000,0,0,-51100,16,1,2,1,490,1470,2940,1681.01,JD,MALE,protective-serv,own-child,Parked Car,?,Minor Damage,None,NO,NO,N
456,1000,0,82600,-49500,13,3,1,3,5540,11080,49860,1395.77,MD,FEMALE,protective-serv,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Other,?,NO,Y
58,2000,5000000,57500,0,8,1,2,1,4580,9160,36640,1471.44,High School,MALE,transport-moving,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NO,NO,Y
475,500,0,0,-59500,23,1,0,2,9900,9900,44550,1265.72,Masters,FEMALE,handlers-cleaners,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,YES,?,N
96,1000,5000000,47500,-58700,15,3,2,3,5540,11080,38780,1274.7,College,MALE,prof-specialty,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,YES,Y
99,500,0,0,0,3,1,2,2,4990,9980,34930,1330.39,MD,MALE,prof-specialty,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,NO,YES,N
38,500,4000000,78000,0,4,3,0,3,12480,12480,49920,1122.95,Masters,MALE,priv-house-serv,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NO,YES,N
259,2000,0,0,0,8,1,0,0,16280,16280,73260,1655.79,Masters,FEMALE,exec-managerial,husband,Single Vehicle Collision,Front Collision,Minor Damage,Other,YES,YES,N
241,1000,0,0,-36000,21,1,1,0,1300,650,5200,935.77,Associate,MALE,prof-specialty,own-child,Vehicle Theft,?,Trivial Damage,Police,NO,YES,N
437,2000,0,66100,-31400,23,1,0,0,11160,11160,33480,1192.04,Associate,MALE,craft-repair,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,YES,NO,N
130,500,0,0,-41200,8,1,1,3,1060,1060,3710,990.11,Masters,MALE,sales,other-relative,Parked Car,?,Trivial Damage,None,?,YES,N
269,2000,0,0,-46400,21,1,2,1,17180,17180,51540,1422.21,Associate,FEMALE,handlers-cleaners,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,YES,NO,Y
103,500,0,72100,0,5,1,2,3,790,1580,4740,914.85,Associate,MALE,prof-specialty,other-relative,Parked Car,?,Minor Damage,Police,NO,NO,N
284,500,0,48200,0,12,3,0,0,6720,3360,26880,1123.84,PhD,MALE,prof-specialty,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,YES,N
189,2000,0,0,0,7,3,2,0,6440,6440,51520,838.02,College,FEMALE,tech-support,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,?,YES,N
267,500,0,49000,0,0,1,1,3,480,0,1440,1300.68,PhD,MALE,adm-clerical,unmarried,Parked Car,?,Minor Damage,None,NO,YES,N
39,500,0,0,0,14,1,0,1,15660,7830,62640,1173.21,JD,MALE,farming-fishing,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,YES,YES,Y
140,1000,5000000,0,0,13,1,2,3,14940,7470,59760,985.97,College,FEMALE,protective-serv,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,?,?,Y
243,1000,0,17300,-60400,1,1,1,0,10060,5030,35210,1129.23,College,FEMALE,farming-fishing,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,?,YES,Y
116,500,0,28600,0,23,1,0,0,4420,8840,30940,1194.83,MD,FEMALE,prof-specialty,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,NO,NO,N
219,1000,0,51300,0,1,1,2,2,6060,6060,54540,1114.29,High School,FEMALE,transport-moving,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,?,YES,N
96,2000,0,10000,0,9,1,2,3,7120,14240,56960,1509.04,Associate,FEMALE,prof-specialty,husband,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,YES,NO,N
149,500,0,0,-60000,3,1,0,1,16160,16160,72720,664.86,PhD,FEMALE,craft-repair,wife,Single Vehicle Collision,Rear Collision,Total Loss,Fire,?,NO,N
246,1000,6000000,0,0,0,1,2,1,5070,5070,40560,1267.4,JD,MALE,adm-clerical,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NO,?,N
293,1000,0,51500,0,13,3,1,1,11380,5690,34140,1119.23,MD,FEMALE,exec-managerial,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NO,NO,N
339,500,0,0,0,18,3,2,1,8640,8640,34560,1698.51,JD,MALE,other-service,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,?,N
160,1000,0,61600,0,17,3,2,3,5280,5280,42240,1422.78,High School,FEMALE,exec-managerial,husband,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,?,YES,N
224,500,0,0,-51400,11,1,0,0,9200,13800,32200,1212.75,College,FEMALE,prof-specialty,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,?,YES,N
194,1000,0,55300,-37900,0,1,0,3,1400,1400,6300,1423.34,Associate,MALE,sales,not-in-family,Vehicle Theft,?,Minor Damage,None,YES,NO,N
385,1000,0,0,-61000,14,3,1,3,13520,6760,47320,976.37,MD,FEMALE,craft-repair,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,?,?,N
100,500,6000000,67300,0,4,1,1,2,6800,6800,27200,1124.59,College,MALE,adm-clerical,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NO,NO,N
371,1000,0,79600,0,2,3,2,1,13000,13000,58500,1569.33,PhD,MALE,machine-op-inspct,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Other,NO,YES,Y
175,500,5000000,0,-43600,9,3,2,2,13020,6510,52080,1359.36,PhD,MALE,exec-managerial,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,YES,YES,Y
373,500,0,0,0,21,4,0,2,6060,12120,42420,1607.36,MD,MALE,sales,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,?,NO,Y
258,500,0,0,-44400,0,3,2,3,6770,20310,54160,1042.25,Masters,MALE,exec-managerial,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,NO,Y
255,500,0,38200,0,17,3,0,3,2930,5860,20510,1453.95,PhD,FEMALE,armed-forces,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,YES,NO,N
37,500,0,0,0,21,3,1,1,6950,13900,55600,1969.63,MD,FEMALE,sales,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,YES,N
322,1000,0,49900,-62700,20,3,0,3,9880,4940,34580,1156.19,College,FEMALE,machine-op-inspct,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,YES,?,N
204,2000,0,0,-45100,5,1,0,1,16460,16460,57610,1124.47,MD,FEMALE,tech-support,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NO,?,N
76,500,5000000,39900,-44000,7,1,2,1,1460,730,5840,1493.5,Associate,FEMALE,priv-house-serv,not-in-family,Vehicle Theft,?,Minor Damage,Police,NO,NO,N
193,500,0,34200,-32300,6,1,0,0,6390,6390,51120,1155.38,PhD,FEMALE,handlers-cleaners,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NO,YES,N
405,500,0,57100,0,2,4,0,2,4830,4830,28980,878.19,PhD,MALE,machine-op-inspct,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,YES,NO,N
435,2000,0,0,-40000,19,3,1,1,9220,4610,27660,1145.85,JD,MALE,sales,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,?,YES,N
54,500,0,68500,-42100,21,3,2,0,14380,7190,57520,1261.28,MD,FEMALE,protective-serv,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,YES,?,N
144,500,0,0,0,3,3,0,0,17580,8790,61530,1427.46,High School,MALE,machine-op-inspct,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,?,?,N
92,500,0,58900,-29100,22,1,2,3,5340,5340,42720,1592.41,Masters,MALE,prof-specialty,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,?,YES,N
173,1000,0,51000,0,22,1,2,3,9460,9460,33110,1274.63,College,MALE,machine-op-inspct,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Fire,YES,NO,N
436,500,0,67600,-65300,16,1,0,2,14920,7460,59680,1362.31,High School,MALE,prof-specialty,wife,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,NO,N
155,1000,0,83600,0,0,1,0,3,8060,8060,32240,919.37,Associate,FEMALE,protective-serv,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,?,?,N
78,1000,0,72600,0,1,3,2,1,5810,11620,34860,1377.23,Masters,FEMALE,armed-forces,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Other,?,?,N
440,1000,5000000,51500,-52100,19,3,0,3,12400,12400,43400,995.55,College,MALE,protective-serv,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,?,Y
264,500,6000000,0,0,0,3,2,1,13500,6750,40500,1508.12,PhD,MALE,craft-repair,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Other,?,NO,Y
66,500,0,21100,-60800,2,3,0,2,11920,11920,41720,484.67,College,FEMALE,adm-clerical,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,?,YES,Y
366,1000,0,21200,0,5,3,1,3,12780,12780,44730,1561.41,High School,FEMALE,handlers-cleaners,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,YES,NO,N
188,500,0,46300,0,6,1,2,0,5000,5000,35000,1457.21,JD,FEMALE,adm-clerical,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,?,YES,N
224,1000,0,0,-47100,21,3,2,1,12360,6180,43260,1128.71,JD,FEMALE,prof-specialty,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,YES,?,N
253,500,0,52900,0,11,3,0,0,5870,11740,46960,1358.2,MD,FEMALE,transport-moving,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,YES,NO,N
446,1000,0,49900,-62100,3,1,2,0,7050,14100,49350,1232.79,High School,FEMALE,adm-clerical,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,YES,YES,N
169,1000,0,70600,-48500,4,3,2,1,17370,5790,34740,936.19,JD,MALE,armed-forces,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,?,YES,N
255,500,0,0,-52600,2,3,1,0,5260,10520,42080,1302.34,JD,FEMALE,prof-specialty,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
209,500,0,67800,0,22,1,1,1,8400,4200,25200,1264.99,PhD,MALE,transport-moving,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,?,NO,N
210,500,0,38700,-33100,8,1,1,3,6330,6330,50640,1467.76,MD,FEMALE,tech-support,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,?,YES,N
174,2000,0,0,0,14,3,0,1,8840,4420,30940,1124.43,College,FEMALE,farming-fishing,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,YES,N
70,1000,0,67200,-59400,14,4,1,0,3520,3520,24640,1319.81,High School,MALE,machine-op-inspct,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NO,YES,N
89,2000,0,49100,-45100,5,1,1,2,10,20,70,1482.53,MD,FEMALE,tech-support,not-in-family,Parked Car,?,Trivial Damage,Police,YES,?,N
458,1000,0,53000,0,18,1,2,1,6260,6260,43820,1328.18,High School,FEMALE,protective-serv,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
239,500,0,0,0,20,3,0,0,6340,6340,57060,1463.95,JD,FEMALE,sales,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,?,YES,N
161,2000,0,60200,0,0,3,2,2,5040,15120,40320,1133.85,PhD,MALE,priv-house-serv,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,YES,YES,N
446,1000,0,0,-15700,1,3,2,1,6740,13480,60660,1037.32,High School,FEMALE,tech-support,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,?,NO,N
476,1000,0,42800,-68200,10,1,1,2,8980,4490,35920,1562.8,Masters,FEMALE,handlers-cleaners,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,?,YES,N
70,1000,0,62400,-52300,12,1,0,3,11560,11560,46240,1425.79,MD,FEMALE,armed-forces,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,?,N
233,2000,0,67100,0,6,1,0,1,680,680,2380,1615.14,Associate,FEMALE,tech-support,other-relative,Vehicle Theft,?,Minor Damage,None,NO,?,N
122,500,0,0,-48700,1,1,0,1,460,920,3680,1236.5,PhD,MALE,other-service,husband,Parked Car,?,Trivial Damage,None,NO,NO,N
335,2000,0,59900,-34800,21,3,0,0,3260,6520,26080,1017.97,MD,FEMALE,machine-op-inspct,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,NO,YES,Y
257,2000,0,46100,-46900,3,3,2,1,7700,3850,38500,1306,Associate,MALE,machine-op-inspct,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,YES,?,Y
